,BMS_min_cell_temp_id_9.0,OBC_internal_voltage,OBC_internal_current,BMS_max_cell_voltage_id_8.0,BMS_max_cell_temp_id_3.0,BMS_max_cell_temp_id_4.0,BMS_max_cell_voltage,BMS_min_cell_temp_id_12.0,BMS_bus_current,LV_voltage,BMS_max_cell_temp_id_0.0,BMS_max_cell_temp_id_5.0,OBC_output_current,LV_temperature,BMS_min_cell_voltage,MCU_motor_avg_temp,BMS_max_cell_temp_id_1.0,LV_current,BMS_min_cell_voltage_id_4.0,BMS_max_cell_voltage_id_11.0,BMS_min_cell_temp_id_11.0,BMS_bus_voltage,OBC_output_voltage,BMS_min_cell_voltage_id_5.0,BMS_max_cell_temp_id_2.0,BMS_max_cell_voltage_id_6.0,BMS_max_cell_temp,BMS_min_cell_voltage_id_0.0,BMS_min_cell_voltage_id_2.0,BMS_soh,BMS_min_cell_temp_id_10.0,BMS_min_cell_voltage_id_3.0,MCU_motor_speed,BMS_max_cell_voltage_id_12.0,BMS_max_cell_voltage_id_9.0,LV_soc,LV_soh,BMS_min_cell_temp_id_6.0,BMS_min_cell_voltage_id_1.0,BMS_isolation,BMS_min_cell_temp_id_7.0,BMS_max_cell_voltage_id_10.0,BMS_min_cell_temp,OBC_mux_1.0,BMS_max_cell_voltage_id_7.0
160,0.0,0.5622193,0.8792849,0.0,0.0,1.0,0.8015995,0.0,-0.19674018,0.5594123,0.0,0.0,-0.23251763,-1.0769231,0.79008687,0.25375435,0.0,0.49789658,1.0,0.0,0.0,0.800592,0.49090305,0.0,0.0,0.0,-0.31164104,0.0,0.0,0.9174367,0.0,0.0,0.114691325,0.0,1.0,-0.33626723,-0.70974886,0.0,0.0,0.0,0.0,0.0,0.9222976,0.0,0.0
10190,0.0,-0.028311,0.17349263,1.0,0.0,0.0,-0.68209916,0.0,-1.0474936,-0.49084356,0.0,0.0,-1.0064138,0.20512821,-0.6655775,0.64493054,1.0,1.1052881,0.0,0.0,0.0,-0.63024026,0.66615844,0.0,0.0,0.0,-1.2576973,0.0,1.0,0.41136485,0.0,0.0,0.08022997,0.0,0.0,-0.5429434,-0.27159727,1.0,0.0,0.22222222,0.0,0.0,-0.5770341,0.0,0.0
11977,0.0,1.2231293,0.17114852,0.0,0.0,0.0,0.1576287,1.0,1.0421906,-0.3786906,0.0,0.0,0.86855894,-1.0769231,0.12204948,0.47594184,1.0,0.48315707,1.0,0.0,0.0,0.06029348,1.1446364,0.0,0.0,0.0,0.7982311,0.0,0.0,-0.05960461,0.0,0.0,0.77877396,1.0,0.0,0.3828434,-0.39840594,0.0,0.0,0.0,0.0,0.0,-0.22762865,0.0,0.0
11937,0.0,0.83858716,-0.4271221,0.0,0.0,0.0,0.13337776,0.0,0.3933581,0.27088463,0.0,1.0,1.1227766,-1.1794872,0.07234966,0.274908,0.0,0.73142046,0.0,0.0,1.0,0.15702087,-1.0557653,0.0,0.0,0.0,0.5035687,0.0,1.0,-0.09987938,0.0,0.0,0.28828347,0.0,1.0,0.3492728,-0.39889824,0.0,0.0,0.11111111,0.0,0.0,-0.89056385,1.0,0.0
2491,0.0,0.5534129,0.59419054,0.0,0.0,0.0,0.86673725,0.0,0.47798365,-0.9820555,1.0,0.0,0.20276847,-0.15384616,0.75369966,1.2251972,0.0,0.8128088,0.0,0.0,0.0,0.87291116,-1.0382963,0.0,0.0,1.0,-0.3915242,0.0,1.0,0.29787996,0.0,0.0,0.87234473,0.0,0.0,-0.57643557,0.12999678,1.0,0.0,-0.5555556,0.0,0.0,-0.0023071473,0.0,0.0
4526,0.0,0.5469454,0.5539333,0.0,0.0,0.0,-0.6747362,0.0,-0.8087589,0.7528482,0.0,0.0,0.19816516,-0.2820513,-0.7025065,-0.20178673,0.0,-0.12154935,0.0,0.0,1.0,-0.68911254,-0.6041993,0.0,1.0,0.0,-1.2345856,1.0,0.0,-0.44770414,0.0,0.0,0.085517555,0.0,0.0,0.18504782,0.26857328,0.0,0.0,0.44444445,0.0,1.0,0.683425,0.0,0.0
16367,0.0,-0.47399563,0.04665005,0.0,0.0,0.0,0.72735626,0.0,-0.4345812,-0.34624484,1.0,0.0,0.6048972,0.20512821,0.8175593,0.38042796,0.0,0.4321354,0.0,1.0,0.0,0.6945662,0.05221841,1.0,0.0,0.0,-0.65446544,0.0,0.0,0.120364316,0.0,0.0,0.5789426,0.0,0.0,0.7799904,-0.26900694,1.0,0.0,0.6666667,0.0,0.0,0.70316064,0.0,0.0
6676,0.0,0.06376312,0.26385364,0.0,0.0,0.0,-0.086725764,0.0,-0.88294697,0.29270473,0.0,1.0,0.32692206,-0.33333334,-0.06030594,0.75235665,0.0,-0.8417502,0.0,0.0,0.0,-0.20705636,-0.48178923,0.0,0.0,0.0,0.4627054,0.0,1.0,0.72815555,0.0,0.0,0.509263,0.0,0.0,-1.0115305,1.0861899,0.0,0.0,-0.6111111,1.0,1.0,0.6190202,1.0,0.0
16727,0.0,0.55634797,0.6726811,0.0,0.0,0.0,0.8315637,0.0,0.17379537,-0.1350475,1.0,0.0,0.2998321,0.15384616,0.71035075,-0.010757024,0.0,0.84986514,0.0,0.0,0.0,0.72609186,-0.15881884,0.0,0.0,0.0,0.356759,0.0,0.0,0.993417,0.0,0.0,0.48615855,0.0,0.0,-0.44393724,-0.41201395,0.0,1.0,-0.44444445,1.0,1.0,0.3898634,0.0,0.0
9157,1.0,0.41492677,-0.3144014,0.0,0.0,1.0,0.08355012,0.0,-0.74940085,0.27088463,0.0,0.0,0.44058588,-0.12820514,0.057844184,-0.0064869416,0.0,0.7909809,0.0,0.0,0.0,0.18650009,-0.955946,0.0,0.0,0.0,0.3141398,0.0,0.0,-0.024093306,0.0,1.0,0.15103257,1.0,0.0,-0.56705624,0.04233598,0.0,0.0,0.44444445,0.0,0.0,0.98350006,1.0,0.0
6771,0.0,-0.2640795,0.063135564,0.0,0.0,0.0,-0.18021199,1.0,0.2791273,-0.64195997,1.0,0.0,1.063017,-1.5384616,-0.15187939,-1.1772474,0.0,0.2855737,0.0,0.0,0.0,-0.23383251,-0.06607988,1.0,0.0,1.0,0.18074195,0.0,0.0,-0.3656724,0.0,0.0,-0.53955984,0.0,0.0,0.33263022,-0.24916342,0.0,0.0,-0.055555556,0.0,0.0,-1.1409498,0.0,0.0
3377,0.0,-0.09928331,1.1840663,0.0,1.0,0.0,0.047161274,0.0,0.5924463,-0.6545615,0.0,0.0,-0.44446495,-0.974359,0.02969172,-1.0472777,0.0,0.20125508,0.0,0.0,0.0,0.028266672,-0.03421227,0.0,0.0,0.0,-0.17466886,0.0,0.0,0.059655722,0.0,1.0,-0.76411724,0.0,1.0,0.2692509,-0.4816011,1.0,0.0,0.6111111,0.0,0.0,-0.41444576,0.0,0.0
6507,0.0,0.22796081,-0.57562155,0.0,0.0,0.0,-0.10570588,0.0,0.44788942,-1.2525718,1.0,0.0,0.42007223,-1.3589743,-0.092238024,0.56252885,0.0,0.14517054,0.0,1.0,0.0,-0.1367474,0.06826743,1.0,0.0,0.0,-0.64604867,0.0,0.0,0.13912173,0.0,0.0,0.9530938,0.0,0.0,0.06935892,-0.7359217,0.0,0.0,-0.44444445,1.0,0.0,0.34039944,0.0,0.0
13226,1.0,-0.8556402,-0.56566924,0.0,0.0,0.0,-0.72187567,0.0,-0.9938096,-0.93622214,0.0,0.0,0.078140795,0.17948718,-0.6651682,-0.29215977,1.0,-0.839026,1.0,0.0,0.0,-0.79679805,0.6795112,0.0,0.0,0.0,-0.7372626,0.0,0.0,-0.06582982,0.0,0.0,0.053863764,0.0,0.0,-0.37181735,-0.2812553,0.0,0.0,0.5555556,0.0,0.0,1.08748,1.0,1.0
15751,0.0,-0.5222478,-0.18708143,0.0,0.0,0.0,0.303931,0.0,-0.093157664,-0.02160725,1.0,0.0,0.32838044,0.20512821,0.36323747,-0.49556434,0.0,0.13030168,0.0,1.0,0.0,0.27884778,-0.08350247,1.0,0.0,0.0,-0.2352947,0.0,0.0,-0.16511633,0.0,0.0,-0.25492084,0.0,0.0,0.7924482,-0.039851144,1.0,0.0,0.6666667,0.0,0.0,0.5926525,0.0,0.0
5617,0.0,0.91684496,-0.93303937,1.0,0.0,0.0,0.59009224,0.0,-1.0468824,0.015435411,0.0,0.0,0.990849,0.025641026,0.53034264,-0.29029647,1.0,0.7565811,0.0,0.0,0.0,0.63953304,-0.50146073,0.0,0.0,0.0,-0.57581544,0.0,1.0,0.60455084,0.0,0.0,-0.35522136,0.0,0.0,-0.01558011,-0.8806868,0.0,0.0,-0.8888889,1.0,0.0,-0.41216335,1.0,0.0
2758,0.0,-0.103721716,0.19156775,0.0,0.0,0.0,0.60282576,1.0,-0.60392505,-0.2527483,1.0,0.0,-0.57285666,-0.7948718,0.60390437,0.19288619,0.0,0.33621946,0.0,0.0,0.0,0.6231559,1.0828958,1.0,0.0,0.0,-0.3072063,0.0,0.0,0.19730547,0.0,0.0,-0.33401668,0.0,0.0,-0.5964537,0.24325608,0.0,0.0,-0.22222222,0.0,1.0,-0.3092987,0.0,0.0
16755,0.0,0.28177798,0.918037,0.0,0.0,0.0,0.8264549,0.0,-0.22866814,0.55220747,1.0,0.0,0.46340835,0.33333334,0.77064544,-0.46745816,0.0,0.5665767,0.0,0.0,0.0,0.7636481,-0.75486046,0.0,0.0,0.0,-0.9037598,0.0,1.0,0.16826472,0.0,0.0,-0.3755955,0.0,0.0,-0.43401647,0.36388782,0.0,0.0,-0.6111111,1.0,1.0,0.050373953,1.0,0.0
11524,1.0,0.005169539,-0.4426072,0.0,0.0,0.0,0.41581243,0.0,0.88080126,0.27088463,0.0,0.0,0.8768667,0.8974359,0.38653985,0.8967203,1.0,0.4028904,0.0,0.0,0.0,0.37366086,0.45988232,0.0,0.0,1.0,0.72521895,0.0,0.0,0.79077566,0.0,0.0,0.5777619,0.0,0.0,0.68370146,0.21953292,0.0,1.0,0.2777778,0.0,0.0,0.58168304,0.0,0.0
6276,0.0,0.35020718,0.24336208,0.0,0.0,0.0,-0.018718794,0.0,-0.5155983,-0.91115415,0.0,0.0,-0.55128384,0.53846157,0.042667728,-0.36165282,0.0,0.312629,0.0,0.0,0.0,-0.06345418,0.059461866,0.0,1.0,0.0,0.86363435,0.0,1.0,-0.42238417,1.0,0.0,-0.16362454,0.0,0.0,0.079575874,-0.15119994,0.0,0.0,0.0,0.0,0.0,-0.53066367,0.0,1.0
8698,0.0,0.059108775,0.6771977,0.0,0.0,0.0,0.3377131,0.0,-0.05889854,-0.14319743,0.0,1.0,0.8791262,-0.025641026,0.4481708,-0.8749111,0.0,-0.15399802,0.0,0.0,1.0,0.42568317,0.5881742,0.0,0.0,1.0,0.3390775,1.0,0.0,-0.5677107,0.0,0.0,-0.73970896,0.0,0.0,0.7680856,0.18672605,0.0,0.0,0.3888889,0.0,0.0,0.7260491,0.0,0.0
11425,0.0,0.6426681,0.06449425,0.0,0.0,0.0,0.54278237,0.0,-0.111714154,1.0013127,0.0,0.0,0.49383312,0.0,0.42563316,0.52929354,0.0,-0.82658404,0.0,0.0,0.0,0.42300102,0.111584514,0.0,1.0,0.0,0.4163318,0.0,1.0,1.2367829,1.0,0.0,0.04061515,0.0,0.0,-0.3943405,-0.21114074,0.0,0.0,-0.3888889,0.0,1.0,-1.3610587,0.0,0.0
9802,0.0,0.7923312,-0.093676664,0.0,0.0,0.0,-0.23026733,1.0,-0.99170184,0.74140096,0.0,1.0,-0.83787024,0.33333334,-0.19752586,0.108279325,0.0,-0.15843336,0.0,0.0,0.0,-0.13426025,-0.1405344,0.0,0.0,0.0,0.7749668,0.0,0.0,1.4010304,0.0,1.0,-0.25122845,1.0,0.0,-0.95434844,-0.6919331,0.0,0.0,0.055555556,0.0,0.0,-0.12852764,1.0,0.0
621,1.0,0.10959187,0.8403502,0.0,0.0,0.0,0.55661315,0.0,0.08955343,1.0326128,0.0,0.0,0.20624422,-1.4358975,0.5489662,0.3721936,0.0,0.44631281,0.0,0.0,0.0,0.5516618,0.36245403,1.0,1.0,0.0,1.1815836,0.0,0.0,-0.9533978,0.0,0.0,0.054442164,0.0,0.0,-0.8818289,-0.3290415,0.0,0.0,-0.44444445,0.0,0.0,-0.21019027,1.0,1.0
2380,0.0,0.018830968,-0.81691265,1.0,0.0,0.0,0.8999317,0.0,-1.1788266,-0.56985927,1.0,0.0,-1.1926628,-0.41025642,0.89192003,0.17888081,0.0,-0.66414183,0.0,0.0,0.0,0.94093764,1.2772256,0.0,0.0,0.0,0.3697106,1.0,0.0,0.4129595,0.0,0.0,0.44171408,0.0,0.0,-0.34111297,0.26447093,0.0,0.0,-0.8333333,1.0,0.0,-1.2790993,0.0,0.0
645,1.0,0.49078462,1.3018998,0.0,0.0,0.0,0.50533366,0.0,-1.1417389,0.46069628,0.0,1.0,-0.13223922,-0.9230769,0.5975007,-0.14503184,0.0,0.49598533,1.0,1.0,0.0,0.64929396,1.3179451,0.0,0.0,0.0,-0.43120188,0.0,0.0,0.08951425,0.0,0.0,-0.22785173,0.0,0.0,-0.5850824,-0.71712136,0.0,0.0,-0.5,0.0,0.0,0.7523823,0.0,0.0
11403,0.0,0.80872357,0.44662604,0.0,0.0,0.0,0.53941643,0.0,0.9746081,-0.115407445,1.0,0.0,-0.7211797,-1.3333334,0.45931122,1.0528082,0.0,1.1344992,0.0,0.0,0.0,0.5429692,-0.12807193,0.0,0.0,0.0,0.27259368,1.0,0.0,-0.42491925,0.0,0.0,0.8838212,1.0,0.0,-0.8558186,0.0133618545,1.0,0.0,-0.6666667,0.0,0.0,-1.3213723,0.0,0.0
5601,0.0,0.052250482,1.1169789,0.0,0.0,0.0,0.64492786,0.0,-0.77629554,-1.1865529,0.0,0.0,0.15475802,-0.102564104,0.5220778,0.6329005,0.0,0.32011715,0.0,0.0,1.0,0.7364772,-0.2644527,0.0,1.0,0.0,1.2115864,0.0,0.0,1.2842745,0.0,1.0,0.91758436,0.0,0.0,0.31289393,0.7043221,0.0,0.0,-0.9444444,0.0,1.0,-0.27917966,0.0,0.0
13827,0.0,-0.6729577,-0.91711265,0.0,0.0,0.0,-1.0185854,0.0,0.9732339,0.9923593,1.0,0.0,-0.5352855,0.20512821,-1.0557798,-3.2316208,0.0,-0.81243885,0.0,1.0,0.0,-1.0195967,-0.50740993,1.0,0.0,0.0,1.0739363,0.0,0.0,-1.0568038,0.0,0.0,-2.8593905,0.0,0.0,0.8313597,0.6759106,1.0,0.0,0.6666667,0.0,0.0,0.24749534,0.0,0.0
16074,0.0,-0.496947,-0.0645241,0.0,0.0,0.0,0.52595437,0.0,-0.27218443,-0.19183117,1.0,0.0,0.47337204,0.20512821,0.6014614,-0.036237262,0.0,0.28856847,0.0,1.0,0.0,0.49683002,-0.012338262,1.0,0.0,0.0,-0.45508653,0.0,0.0,-0.015425032,0.0,0.0,0.18231598,0.0,0.0,0.78591645,-0.16000235,1.0,0.0,0.6666667,0.0,0.0,0.6505958,0.0,0.0
11523,1.0,0.13992022,-0.6299316,0.0,0.0,0.0,0.4000496,0.0,0.123538546,0.27088463,0.0,0.0,0.51800686,0.8974359,0.37877238,0.53253406,1.0,0.9602155,0.0,0.0,0.0,0.40209028,0.89886767,0.0,0.0,1.0,0.08023332,0.0,0.0,0.20054586,0.0,0.0,0.46608648,0.0,0.0,0.20638093,0.8240045,0.0,1.0,0.2777778,0.0,0.0,0.39038762,0.0,0.0
12570,1.0,0.8039448,0.018510686,0.0,1.0,0.0,-0.30190992,0.0,0.8265566,0.18080163,0.0,0.0,-0.07847193,-1.4615384,-0.2946211,-0.33171648,0.0,0.6386715,0.0,0.0,0.0,-0.2912642,-0.87833583,0.0,0.0,0.0,-0.69216716,1.0,0.0,0.72008014,0.0,0.0,0.10309906,0.0,0.0,-0.083092436,0.28805345,0.0,0.0,-0.7222222,0.0,1.0,-1.4032971,0.0,0.0
14675,0.0,-0.606533,-0.5953526,0.0,0.0,0.0,-0.43568847,0.0,0.50322586,0.5454552,1.0,0.0,-0.15462606,0.20512821,-0.43034998,-2.0257082,0.0,-0.39692745,0.0,1.0,0.0,-0.44730937,-0.32057336,1.0,0.0,0.0,0.49689528,0.0,0.0,-0.6637977,0.0,0.0,-1.7114747,0.0,0.0,0.8142095,0.3604419,1.0,0.0,0.6666667,0.0,0.0,0.39962116,0.0,0.0
1376,1.0,0.022253074,-0.7174636,0.0,0.0,1.0,0.11674422,0.0,0.2541886,-1.1887584,0.0,0.0,-0.36476684,-0.5897436,0.10261107,0.6686332,0.0,-1.0619565,0.0,0.0,0.0,0.19277155,0.19068944,0.0,0.0,1.0,-0.010350266,0.0,0.0,0.950413,0.0,0.0,0.7197996,0.0,0.0,-0.038840104,0.5056524,0.0,1.0,-0.5,0.0,0.0,-1.2730508,0.0,0.0
5548,0.0,-0.6277979,0.92522913,0.0,0.0,0.0,0.7001543,0.0,0.65678704,0.62658775,0.0,1.0,-0.615369,0.102564104,0.60513335,0.17648181,0.0,-0.3968599,1.0,0.0,0.0,0.68547404,-0.071063966,0.0,0.0,0.0,-0.8151797,0.0,0.0,0.43461993,0.0,0.0,-0.034611315,0.0,0.0,-0.27006447,0.17169982,0.0,0.0,-0.7777778,1.0,1.0,-0.62176263,1.0,0.0
14646,0.0,-0.6088038,-0.60635614,0.0,0.0,0.0,-0.4556222,0.0,0.51929945,0.5607381,1.0,0.0,-0.16764395,0.20512821,-0.4517388,-2.0669484,0.0,-0.4111372,0.0,1.0,0.0,-0.4668803,-0.32696244,1.0,0.0,0.0,0.51662785,0.0,0.0,-0.6772294,0.0,0.0,-1.7507312,0.0,0.0,0.8147965,0.37122512,1.0,0.0,0.6666667,0.0,0.0,0.39441833,0.0,0.0
12698,0.0,-0.7680303,1.0839151,0.0,0.0,1.0,-0.3742895,0.0,-0.7275816,-0.07157619,0.0,0.0,-0.37047333,-1.2564102,-0.2979858,-0.56133276,0.0,0.12736179,0.0,0.0,0.0,-0.26068842,0.6776692,0.0,0.0,0.0,0.66912794,0.0,0.0,-0.20108762,1.0,0.0,-0.6055668,0.0,1.0,-0.22340798,1.1703695,0.0,1.0,0.3888889,0.0,0.0,-0.22651093,0.0,0.0
303,0.0,0.26243654,0.15356605,0.0,1.0,0.0,0.77605075,1.0,0.13803555,-0.27477035,0.0,0.0,1.1015966,0.6923077,0.77384144,0.27369633,0.0,-0.52436304,1.0,1.0,0.0,0.8247787,0.050229866,0.0,0.0,0.0,0.20605733,0.0,0.0,0.77559596,0.0,0.0,0.43529826,0.0,0.0,0.1808051,0.02775515,0.0,0.0,-0.7222222,0.0,0.0,-0.72983503,0.0,0.0
11985,0.0,1.0136943,1.2721338,0.0,0.0,0.0,0.1669539,0.0,-0.05727137,-0.49084356,0.0,0.0,1.1836197,-0.53846157,0.13961276,1.2266144,0.0,-0.06663819,0.0,0.0,1.0,0.07804032,0.43599135,0.0,1.0,1.0,-0.78115743,1.0,0.0,0.75360835,0.0,0.0,0.7620211,0.0,0.0,-0.009252614,1.12726,0.0,0.0,0.5555556,0.0,0.0,0.4962271,1.0,0.0
11619,0.0,-0.39386955,-0.26283523,0.0,0.0,0.0,0.3927661,0.0,-0.49034342,-0.49084356,0.0,1.0,0.689341,-0.94871795,0.33187133,0.84035504,0.0,0.5972357,0.0,0.0,0.0,0.29584855,0.07162656,0.0,0.0,0.0,0.51279086,1.0,0.0,0.6675594,0.0,0.0,0.80138814,1.0,0.0,0.042007867,-0.8984675,1.0,0.0,0.44444445,0.0,0.0,-0.4284741,0.0,0.0
16459,0.0,-0.46678996,0.08155796,0.0,0.0,0.0,0.7905952,0.0,-0.4855715,-0.39472967,1.0,0.0,0.6461951,0.20512821,0.8854124,0.51125866,0.0,0.4772146,0.0,1.0,0.0,0.75665396,0.07248841,1.0,0.0,0.0,-0.7170673,0.0,0.0,0.1630106,0.0,0.0,0.7034808,0.0,0.0,0.7781295,-0.30323204,1.0,0.0,0.6666667,0.0,0.0,0.7196643,0.0,0.0
550,0.0,-0.14977579,-0.2592994,0.0,1.0,0.0,0.54380053,1.0,0.07876183,0.27088463,0.0,0.0,-0.067562826,-0.74358976,0.55321354,-0.622573,0.0,-1.0066067,1.0,0.0,0.0,0.55483776,1.2097512,0.0,0.0,0.0,-0.1425025,0.0,0.0,0.7865642,0.0,0.0,-0.8120321,0.0,0.0,0.74808794,0.3635362,0.0,0.0,-0.2777778,0.0,0.0,-1.0448707,0.0,1.0
3964,1.0,-0.039830677,-0.43630418,0.0,0.0,0.0,-0.4280997,0.0,-0.81563854,-1.2525718,1.0,0.0,-0.07332084,1.0,-0.4303846,-0.020920873,0.0,-0.023650484,0.0,0.0,0.0,-0.48198688,-0.3325585,0.0,0.0,1.0,0.7869954,0.0,1.0,0.12472912,0.0,0.0,-0.3020313,0.0,0.0,-0.2977777,-1.0879128,0.0,0.0,0.3888889,0.0,0.0,-0.17138667,0.0,0.0
7251,0.0,0.31864777,0.08772246,0.0,0.0,0.0,-0.6099969,1.0,-1.391712,-0.3534911,0.0,1.0,0.34423205,-1.4102564,-0.64087254,0.44519413,0.0,0.66874003,0.0,0.0,0.0,-0.54714185,0.4733817,0.0,0.0,0.0,-0.62964785,1.0,0.0,-0.4495952,0.0,0.0,0.2516299,0.0,1.0,0.5112569,-0.20232661,0.0,0.0,0.44444445,0.0,0.0,-1.2717996,1.0,0.0
10214,0.0,-0.1681385,-0.8123478,0.0,0.0,0.0,-0.63842565,1.0,0.46817005,0.974807,0.0,0.0,-0.52382797,-0.46153846,-0.63952684,0.51721376,0.0,-0.30478647,0.0,0.0,0.0,-0.5783163,-0.42411542,0.0,1.0,0.0,-0.7199838,1.0,0.0,-0.42979515,0.0,0.0,0.16275585,0.0,0.0,-0.11064867,0.7043221,0.0,0.0,0.6666667,0.0,1.0,0.013852775,1.0,0.0
